t,paa0,pfe0,paa1,pfe1,daa0,dfe0,daa1,dfe1,cft0,cft1,pee0,pee1
25.3408,-0,0,-0,0.00057876,0.118117,0,0.0107379,0,0.0264764,0.0179165,102.723,102.672
25.4208,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0298998,0.00943398,102.723,102.672
25.5008,-0,0,-0,0.00057876,0.118117,0,0.0107379,0,0.0275862,0.0163401,102.723,102.672
25.5809,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0289137,0.0133791,102.723,102.672
25.6609,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0279643,0.00911043,102.723,102.672
25.7408,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0274591,0.0176918,102.723,102.672
25.8209,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0266833,0.00953939,102.723,102.672
25.9008,-0,0,-0,0.00057876,0.111981,0,0.0107379,0,0.0274591,0.0136382,102.723,102.672
25.9808,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0268701,0.0156844,102.723,102.672
26.0608,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0274955,0.00916515,102.723,102.672
26.1408,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0264764,0.0154272,102.723,102.672
26.2208,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0266458,0.00953939,102.723,102.672
26.3008,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0274591,0.011225,102.723,102.672
26.3808,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0256515,0.0151658,102.723,102.672
26.4608,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0266833,0.0103923,102.723,102.672
26.5407,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0254951,0.0148661,102.723,102.672
26.6207,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0245357,0.00953939,102.723,102.672
26.7007,-0,0,-0,0.00057876,0.118117,0,0.0107379,0,0.0261916,0.0122474,102.723,102.672
26.7807,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0251595,0.015,102.723,102.672
26.8607,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0264764,0.00921954,102.723,102.672
26.9408,-0,0,-0,0.00057876,0.118117,0,0.0107379,0,0.025671,0.012083,102.723,102.672
27.0208,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0257099,0.0139284,102.723,102.672
27.1007,-0,0,-0,0.00057876,0.118117,0,0.0107379,0,0.0273861,0.00877496,102.723,102.672
27.1807,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0278029,0.0130767,102.723,102.672
27.2607,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0288617,0.0116619,102.723,102.672
27.3408,-0,0,-0,0.00057876,0.111981,0,0.0107379,0,0.0306105,0.0128841,102.723,102.672
27.4207,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0314484,0.0203224,102.723,102.672
27.5007,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0300167,0.00948683,102.723,102.672
27.5807,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0318277,0.0169115,102.723,102.672
