t,paa0,pfe0,paa1,pfe1,daa0,dfe0,daa1,dfe1,cft0,cft1,pee0,pee1
56.13,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0859029,0.679754,0.159659,0.0696419,92.5484,66.4765
56.21,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158799,0.0702994,92.5484,66.4765
56.29,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159659,0.0702994,92.5484,66.4765
56.37,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158799,0.0703705,92.5484,66.4765
56.45,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0720971,0.680043,0.158524,0.0702994,92.5484,66.4765
56.5299,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0736311,0.680043,0.159618,0.0700357,92.5484,66.4765
56.61,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159659,0.0717983,92.5484,66.4765
56.69,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0690291,0.680043,0.159311,0.0705762,92.5484,66.4765
56.77,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670493,0.158764,0.0705762,92.5484,66.4765
56.8499,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159339,0.0705195,92.5484,66.4765
56.9299,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.678017,0.159339,0.0705762,92.5484,66.4765
57.01,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159659,0.0715122,92.5484,66.4765
57.09,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158736,0.071239,92.5484,66.4765
57.1699,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670493,0.15884,0.0715122,92.5484,66.4765
57.2499,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.158736,0.0705195,92.5484,66.4765
57.3299,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.158559,0.0717287,92.5484,66.4765
57.4099,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159659,0.0701783,92.5484,66.4765
57.4899,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159311,0.0702994,92.5484,66.4765
57.5699,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159339,0.0713092,92.5484,66.4765
57.6499,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.1586,0.071239,92.5484,66.4765
57.7299,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.16105,0.0714563,92.5484,66.4765
57.8099,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159584,0.0714563,92.5484,66.4765
57.89,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.158559,0.0717287,92.5484,66.4765
57.9699,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.158799,0.0714563,92.5484,66.4765
58.0499,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159916,0.0702994,92.5484,66.4765
58.1299,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.158496,0.0714283,92.5484,66.4765
58.2098,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.158799,0.0717983,92.5484,66.4765
58.2899,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.15884,0.0702567,92.5484,66.4765
58.3699,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159584,0.0717287,92.5484,66.4765
